item,itemLabel,startDate,endDate,sourceDate,psid
Q6932734,Muhammad Shariff,1976-03-01,1977-01-22,2022-04-27,Q6932734-15E384B6-28EF-4CAD-B543-35D317D8B347
Q4520553,Mohammad Sharif,1977-01-22,1980-04-13,2022-04-27,Q4520553-38A1B61E-D768-420B-AC27-397E0A533124
Q6065792,Iqbal Khan,1980-04-13,1984-03-22,2022-04-27,Q6065792-071EFCE5-954A-4891-B664-548F7CC0DF33
Q373635,Rahimuddin Khan,1984-03-22,1987-03-29,2022-04-27,Q373635-D1522A32-134F-4B67-BD0A-FAF8C4BA9A37
Q3918465,Akhtar Abdur Rahman,1987-03-29,1988-08-17,2022-04-27,Q3918465-3AFCC2CC-1511-46E9-B2EE-3C9F8EB1EF1A
Q5991301,Iftikhar Ahmed Sirohey,1988-11-10,1991-08-17,2022-04-27,Q5991301-289A95C5-1C94-4A8D-A709-70F8DB71ABA4
Q7487556,Shamim Allam,1991-08-17,1994-11-09,2022-04-27,Q7487556-30F53539-9AFB-48B1-90C5-438FBDEB4A78
Q5436141,Feroz Khan,1994-11-10,1997-11-09,2022-04-27,Q5436141-86F02D93-E149-4680-8632-5410DB012F82
Q6176459,Jehangir Karamat,1997-11-09,1998-10-07,2022-04-27,Q6176459-3A0C5205-D88D-4B57-84FF-E9A05EA893A2
Q40495,Pervez Musharraf,1998-10-08,2001-10-07,,Q40495-69156F38-3951-44F0-BACB-815AA0773834
Q4832673,Aziz Khan,2001-10-07,2004-10-07,2022-04-27,Q4832673-FC5FF016-D32D-48E0-944F-46FE22F88706
Q5348664,Ehsan ul Haq,2004-10-07,2007-10-07,2022-04-27,Q5348664-93912A06-A786-48AC-933F-D80FCE09E540
Q6962418,Tariq Majid,2007-10-08,2010-10-08,,Q6962418-5695cc60-40eb-d7d2-113a-9a6f9169ad51
Q4111559,Khalid Shameem Wynne,2010-10-08,2013-10-07,,Q4111559-c6ba91a9-4dc7-cf3f-40e4-e8d1cd867a97
Q725223,Ashfaq Parvez Kayani,2013-10-08,2013-11-27,2022-04-27,Q725223-08DA801F-212A-49C4-9326-BD48EB4ABE0A
Q16731841,Rashad Mahmood,2013-11-27,2016-11-28,2022-04-27,Q16731841-A30014DE-DE6B-48F4-8792-A898168886DC
Q27916450,Zubair Hayat,2016-11-28,2019-11-27,,Q27916450-279D9015-229E-4D8B-B2C9-AED020C0A470
Q75217980,Nadeem Raza,2019-11-27,,,Q75217980-bb67dae8-4614-75e1-357a-3222ec97b40c
