item,itemLabel,startDate,endDate
Q8075137,Zulfiqar Ali Khosa,1999-08-12,1999-10-25
Q6932694,Muhammad Safdar,1999-10-25,2001-10-29
Q554675,Khalid Maqbool,2001-10-29,2008-05-16
Q314774,Salmaan Taseer,2008-05-17,2011-01-04
Q7290648,Rana Muhammad Iqbal,2011-01-04,2011-01-13
Q2621764,Latif Khosa,2011-01-13,2013-01-02
Q2164946,Syed Ahmed Mahmud,2013-01-03,2013-05-13
Q334072,Chaudhry Mohammad Sarwar,2013-08-02,2015-01-29
Q7290648,Rana Muhammad Iqbal,2015-01-29,2015-05-07
Q19888852,Malik Muhammad Rafique Rajwana,2015-05-07,2018-08-18
Q2961554,Chaudhry Pervaiz Elahi,2018-08-18,2018-09-05
Q334072,Chaudhry Mohammad Sarwar,2018-09-05,2022-04-03
Q111468208,Omar Sarfraz Cheema,2022-04-03,2022-05-10
