item,itemLabel,startDate,endDate,sourceDate,psid
Q23620903,Riaz Hussain,1970-07-01,1971-12-25,,Q23620903-B14D1F45-1446-4FB1-ABD4-20BF6FC5BDE1
Q24203418,Ghous Bakhsh Raisani,1971-12-29,1972-04-11,2022-04-27,Q24203418-5572F89C-3CF8-4A60-87AD-B4B18B0F1AE0
Q5555949,Ghaus Bakhsh Bizenjo,1972-04-11,1972-04-19,2022-04-27,Q5555949-E38DAED3-35AA-4811-A32C-FD933F3D24DB
Q24203418,Ghous Bakhsh Raisani,1972-04-19,1972-04-30,2022-04-27,Q24203418-8F0E9B02-AF70-4B22-9939-4CBC67D0905D
Q5555949,Ghaus Bakhsh Bizenjo,1972-04-30,1973-02-14,2022-04-27,Q5555949-DBC44864-2996-4F8E-BD1A-3CB5480C69E5
Q416765,Nawab Akbar Khan Bugti,1973-02-15,1974-01-02,2022-04-27,Q416765-6A4B681D-26B7-4467-B687-3C2BE7C80623
Q22003023,Ahmad Yar Khan,1974-01-02,1977-07-05,2022-04-27,Q22003023-1686FB30-B314-4AA0-8E17-A08AF0F8EA81
Q22278595,Khuda Bakhsh Marri,1977-07-05,1978-09-18,2022-04-27,Q22278595-0C7BB244-B286-4AFC-84F8-BC4265E96101
Q373635,Rahimuddin Khan,1978-09-18,1984-03-12,2022-04-27,Q373635-45F4F16E-7932-4AEE-B013-0F222B0B1D5E
Q108313660,F. S. Lodhi,1984-03-22,1984-11-18,2022-04-27,Q108313660-B79AF746-17EF-495E-9CB6-4CEFE933AB7C
Q3918416,Musa Khan,1985-12-30,1991-03-12,2022-04-27,Q3918416-4014DD93-C12D-4651-B0DC-7C847E5B4610
Q7423690,Gul Mohammad Khan Jogezai,1991-07-13,1993-07-19,2022-04-27,Q7423690-966DA6DA-9DBD-447B-B5D5-EFC885E423B5
Q16017747,Sardar Abdur Rahim Durrani,1993-07-19,1994-05-19,2022-04-27,Q16017747-753ACB3C-645F-46D0-B7A5-D4FFCB5C8613
Q6008243,Imran Ullah Khan,1994-05-19,1997-04-08,2022-04-27,Q6008243-C4329210-F42A-48D2-8896-506DDC60BAFF
Q6827663,Miangul Aurangzeb,1997-04-22,1999-08-17,2022-04-27,Q6827663-6DD67715-D2D2-4203-BADE-F8FD85F4C3BF
Q16977833,Sayed Muhammad Fazal Agha,1999-08-17,1999-10-12,2022-04-27,Q16977833-07482638-DDFA-4B40-899F-EAE8B0792E95
Q16977833,Sayed Muhammad Fazal Agha,1999-10-12,1999-10-25,2022-04-27,Q16977833-7F6E16C1-A98C-4896-BDCA-C293F5945F46
Q4746500,Amir-ul-Mulk Mengal,1999-10-25,2003-01-29,2022-04-27,Q4746500-AA79053F-BD4A-4B9B-B446-48557F63DEEB
Q4665594,Abdul Qadir Baloch,2003-02-01,2003-08-11,,Q4665594-A2EA08C4-DD06-482E-BC0E-7C1D1ABD320A
Q7114267,Owais Ahmed Ghani,2003-08-11,2008-01-05,,Q7114267-D8E42C72-7E91-49A8-B0D8-AE540756EF08
Q25544281,Amanullah Khan Yasinzai,2008-01-05,2008-02-28,,Q25544281-0b1de943-44e4-221d-3e00-e332ef999d94
Q62307,Zulfikar Ali Magsi,2008-02-28,2013-06-09,,Q62307-67b29498-4480-f945-e5ee-8ebdc3635857
Q16319320,Muhammad Khan Achakzai,2013-06-11,2018-09-06,,Q16319320-68C3A6FF-DB71-48EE-983E-39C3FC0C6751
Q47200338,Abdul Qudoos,2018-09-06,2018-10-04,,Q47200338-0c398242-467e-9842-a3b6-442838016cc7
Q25544281,Amanullah Khan Yasinzai,2018-10-04,2021-07-07,,Q25544281-919C75C1-D829-4C0D-97EF-01CAFA006865
Q107453141,Syed Zahoor Ahmad Agha,2021-07-07,2022-04-13,,Q107453141-57d32a7d-4d90-04a9-a289-0fa03d65b7e3
