item,itemLabel,startDate,endDate
Q4073049,Aziz Ahmed,1973-02-07,1977-03-28
Q108444967,Zain Noorani,1985-04-10,1988-05-29
Q7508199,Siddiq Khan Kanju,1991-09-10,1993-07-18
Q7508199,Siddiq Khan Kanju,1997-07-11,1999-10-12
Q3149781,Inam-ul-Haq,2002-06-22,2002-11-22
Q16727368,Makhdoom Khusro Bakhtiar,2004-09-04,2007-11-15
Q6982806,Nawabzada Malik Amad Khan,2008-11-04,2011-02-09
Q254122,Hina Rabbani Khar,2011-02-11,2011-07-20
Q6982806,Nawabzada Malik Amad Khan,2011-07-20,2013-03-25
Q254122,Hina Rabbani Khar,2022-04-19,
