item,itemLabel,startDate,endDate,sourceDate,psid
Q104527296,Fazl-ur-Rehman,1947-08-15,1948-05-08,2022-04-25,Q104527296-8E4E6136-59CD-4012-B60E-6902CA4BB221
Q1740608,Khwaja Shahabuddin,1948-05-08,1951-11-26,2022-04-25,Q1740608-D7BC4F29-2F8F-4B3D-9B3C-925222DBA67A
Q13139824,Mushtaq Ahmad Gurmani,1951-11-26,1954-10-24,2022-04-25,Q13139824-AFD0C53A-6A08-4BEC-8174-BC357A495E04
Q155111,Iskander Mirza,1954-10-24,1955-08-07,2022-04-25,Q155111-B2DDBC34-E6F1-4352-B915-2A907BED9D61
Q3242246,A. K. Fazlul Huq,1955-08-11,1956-03-09,2022-04-25,Q3242246-857C0033-5B33-453B-BA72-161741DFF1EB
Q317969,Abdus Sattar,1956-03-17,1956-09-12,2022-04-25,Q317969-27A982F6-545F-41B9-89C1-9407E1545146
Q110866990,Mir Ghulam Ali Talpur,1956-09-12,1958-03-18,2022-04-25,Q110866990-3FACD932-B725-4A14-93A4-4FDC1EEB99D6
Q6125861,Jalal Baba,1958-03-18,1958-10-14,2022-04-25,Q6125861-C7DA05D2-C2B0-4ACF-B55F-2F3F6E007E79
Q8065103,Zakir Husain,1960-06-14,1962-06-08,2022-04-25,Q8065103-2AAB00A9-C5B7-4866-991A-F2AAC8628925
Q6150960,Khan Habibullah Khan Marwat,1962-06-13,1965-03-23,2022-04-25,Q6150960-1DD2060F-F109-40E8-BC59-01772B4A0A0F
Q190071,Ayub Khan,1965-03-23,1965-08-17,2022-04-25,Q190071-54E4C7C0-705A-4AF4-ADB9-D89210867224
Q5088092,Chaudhry Ali Akbar Khan,1965-08-17,1966-11-30,2022-04-25,Q5088092-A0F98989-0478-4B6B-BD62-271309C56AF6
Q4690879,Afzal Rahman Khan,1966-12-05,1969-03-25,2022-04-25,Q4690879-DD12B8C6-1E05-4A82-9926-D73B85A30A54
Q4665396,Abdul Hamid Khan,1969-04-15,1969-08-03,2022-04-25,Q4665396-1CF03DC4-E863-4EB3-8AFA-EA7BF72E39F3
Q7423673,Sardar Abdur Rashid Khan,1969-08-04,1971-02-22,2022-04-25,Q7423673-C095D588-CD1F-4895-A44A-F9E3B3ABB073
Q131355,Zulfikar Ali Bhutto,1971-12-24,1972-05-01,2022-04-25,Q131355-8F43B73B-85FF-45F4-A8F9-EF8EB34CBCD5
Q4665608,Abdul Qayyum Khan,1972-05-13,1977-01-13,2022-04-25,Q4665608-109A7BAD-6D89-48BD-A8C6-2C3F7511DC77
