item,itemLabel,position,positionLabel,start,psid
Q13579848,Pervez Khattak,Q5251233,Defence Minister of Pakistan,2018-08-20,Q13579848-A31F6B66-45E5-4D14-A5EA-A7383B9D9B0B
Q1543422,Makhdoom Shah Mahmood Hussain Qureshi,Q2332457,Minister of Foreign Affairs,2018-08-20,Q1543422-D988D6F3-73B5-4371-BA82-217831E15AE4
Q155164,Imran Khan,Q735575,Prime Minister of Pakistan,2018-08-18,Q155164-1D2E5390-DD77-4268-9D99-2447FDD48721
Q16187331,Muhammad Azam Khan Swati,Q57650391,Federal Minister for Railways,2020-12-11,Q16187331-5E375EB1-C4BC-4C50-A818-747F09031806
Q16231467,Murad Saeed,Q109748501,Federal Minister of Communications,2018-12-17,Q16231467-ED0A1E44-B3B8-4B4B-9F30-5757CECB19ED
Q16727368,Makhdoom Khusro Bakhtiar,Q109748708,Federal Minister of Industries and Production,2021-04-17,Q16727368-6B714667-308D-42DE-AC01-7DA03412527F
Q16730787,Ali Amin Khan,Q109748871,Federal Minister for Kashmir Affairs and Gilgit Baltistan,2018-10-05,Q16730787-420F82A1-2EEF-4DDD-9B7B-6A1575355BD0
Q18815900,Chaudhary Tariq Bashir Cheema,Q109748838,Federal Minister of Housing and Works,2018-09-06,Q18815900-EA618DF6-99ED-4850-BAE6-525BF18095A2
Q19662586,Syed Shibli Faraz,Q109748950,Federal Minister for Science and Technology,2021-04-16,Q19662586-7EA7BE5E-676F-477B-8FC6-BFA9591DC4F7
Q19667804,Ali Haider Zaidi,Q109748884,Federal Minister for Maritime Affairs,2018-09-11,Q19667804-7254397A-C0F1-4EEA-85E9-5639B9FA58A9
Q2371076,Dr. Fahmida Mirza,Q109748866,Federal Minister for Inter-Provincial Coordination,2018-08-20,Q2371076-62653A42-88E4-4567-93ED-09381904FB3F
Q317624,Muhammad Mian Soomro,Q109748932,Federal Minister for Privatization,2018-10-05,Q317624-A703F38D-4404-4E0D-AB04-31A8E91B7E4F
Q33190078,Noorul Haq Al Qadri,Q56232386,Federal Minister for Religious Affairs,2018-08-20,Q33190078-013E00C3-A6EF-45CC-98E3-AA47183A831D
Q33528842,Muhammad Mehboob Sultan,Q6865966,Minister for States and Frontier Regions,2019-11-19,Q33528842-FFDFDA88-814D-4CC0-8A93-D143E0BD723B
Q4803224,Asad Umer,Q109748920,"Federal Minister for Planning, Development and Special Initiatives",2019-11-19,Q4803224-61EBE95C-D5AE-43C5-9030-8AC3131CEBFB
Q5431517,Syed Fakhar Imam,Q109748900,Federal Minister for National Food Security and Research,2020-04-06,Q5431517-62EB5255-EF63-4474-8D96-B6620B981E23
Q5436115,Dr. Muhammad Farogh Naseem,Q6503056,Law Minister of Pakistan,2020-07-24,Q5436115-48EF5B4B-7CE6-4232-9EE4-554D2E312F77
Q5557676,Ghulam Sarwar Khan,Q109748427,Federal Minister for Aviation,2019-04-18,Q5557676-475E035A-1EE2-438B-B15B-3EB4FCA82E9A
Q55761250,Hammad Azhar,Q109748969,Federal Minister for Energy,2021-04-17,Q55761250-A0558B3D-6FC7-40FF-98D9-3744666B7B68
Q55761307,Fawad Ahmed Chaudhry,Q6866210,Minister of Information and Broadcasting,2021-04-14,Q55761307-4B945AF9-A72B-42E7-9E0D-9F955D71E7F3
Q55819278,Syed Amin Haque,Q109748844,Federal Minister of Information Technology and Telecommunication,2020-04-06,Q55819278-ACE2242B-FF77-444C-A407-F2260A2AC790
Q5995130,Ijaz Ahmed Shah,Q109748941,Federal Minister for Narcotics Control,2020-12-11,Q5995130-BA25AC11-D40B-4EAE-B202-B83D71A8C039
Q6907814,Moonis Elahi,Q109748959,Federal Minister for Water Resources,2021-07-13,Q6907814-74211F5E-6263-455C-AE06-EAD4114BBC26
Q7089644,Omar Ayub Khan,Q109748787,Federal Minister of Economic Affairs,2021-04-17,Q7089644-F893CD6C-4E71-4112-969C-E9379CE32699
Q7461074,Shafqat Mahmood,Q109748832,Federal Minister of National Heritage and Culture,2018-08-20,Q7461074-FD99F342-01F9-4D5E-942C-4F2B3E08C25A
Q7461074,Shafqat Mahmood,Q6865797,Minister for Education,2018-08-20,Q7461074-A74C50BF-3E9E-4F07-BFAC-78A0C3BDF06F
Q7462429,Sheikh Rasheed Ahmed,Q109748850,Federal Minister of the Interior,2020-12-11,Q7462429-94B138BB-637F-4C45-9767-0C2219D6EEAC
Q7490770,Shaukat Tarin,Q5449546,Finance Minister of Pakistan,2021-12-27,Q7490770-B74265AB-F80D-43BB-8E70-2CD40D0DC399
Q7498535,Shireen M. Mazari,Q109748842,Federal Minister of Human Rights,2018-08-20,Q7498535-6F77B314-25C4-4A43-B56A-73F4D8F61B8D
Q8074907,Zubaida Jalal,Q109748534,Minister of Defence Production,2018-08-20,Q8074907-F4B59A1A-45DB-4126-BBE9-DB2F628FF92D
