item,itemLabel,startDate,endDate,sourceDate,psid
Q4409050,Abdul Sattar,1999-11-06,2002-06-14,2022-04-25,Q4409050-44C65255-78FA-438D-85A4-903054452D51
Q3149781,Inam-ul-Haq,2002-06-21,2002-11-23,2022-04-25,Q3149781-A8CBD349-5A84-40BB-A61E-175C7F0B5E82
Q707883,Khurshid Mahmud Kasuri,2002-11-23,2007-11-15,,Q707883-de48bd7a-4e50-8bcb-04c5-af45d177c388
Q3149781,Inam-ul-Haq,2007-11-15,2008-03-24,2022-04-25,Q3149781-35251637-A121-4A27-A5D0-52D0AEEDE6E3
Q1543422,Shah Mehmood Qureshi,2008-03-31,2011-02-09,2022-05-28,Q1543422-26AD7D19-5921-44DA-B715-84EC1CCF8B8F
Q254122,Hina Rabbani Khar,2011-02-11,2013-03-16,,Q254122-55ad37b5-4396-c1b3-29cb-01c064cee8fa
Q8168180,Mir Hazar Khan Khoso,2013-04-04,2013-06-04,,Q8168180-cb9c1766-2212-470e-905a-66173b6bcfba
Q4058315,Sartaj Aziz,2013-06-07,2017-07-28,2022-04-25,Q4058315-65F10B3C-08DC-4A76-90B6-2385E3A125F4
Q6401038,Khawaja Muhammad Asif,2017-08-04,2018-04-26,2022-04-25,Q6401038-C20B963B-CB11-414F-A711-F5F7D8792A7F
Q17198246,Khurram Dastgir Khan,2018-05-04,2018-06-05,2022-04-25,Q17198246-D3832C57-A7D1-4378-9E84-04BD3027E684
Q5949527,Hussain Haroon,2018-06-05,2018-08-18,2022-04-25,Q5949527-AD3675F4-CDE5-41DD-85A8-A47D60ECEDED
Q1543422,Shah Mahmood Qureshi,2018-08-20,2022-04-10,2022-05-28,Q1543422-D988D6F3-73B5-4371-BA82-217831E15AE4
Q244338,Bilawal Bhutto Zardari,2022-04-27,,,Q244338-7903DAAA-A010-47A5-8C88-418140705B51
