item,itemLabel,startDate,endDate,sourceDate,psid
Q7636704,Sultan Mehmood Chaudhry,1996-07-30,2001-07-24,,Q7636704-4AB5470D-C8E5-48B1-907D-08C9AB829E38
Q7423747,Sardar Sikandar Hayat Khan,2001-07-25,2006-07-23,2022-04-27,Q7423747-3D11BB52-773D-4B5F-9006-B28D9DF9B110
Q4818522,Sardar Attique Ahmed Khan,2006-07-24,2009-01-06,2022-04-27,Q4818522-7267D7BE-E7FB-4CD3-B341-064180C725DE
Q69569,Sardar Muhammad Yaqoob Khan,2009-01-07,2009-10-22,2022-04-27,Q69569-C299378E-C630-42DA-8C44-E9379E3E365E
Q5436144,Raja Farooq Haider,2009-10-23,2010-07-29,2022-05-28,Q5436144-3ACF67C4-F320-4630-8C92-01C71E044BA6
Q4818522,Sardar Attique Ahmed Khan,2010-07-29,2011-07-26,2022-04-27,Q4818522-7058B149-9D2B-4FAF-B3F7-6D7EE1E77616
Q5065900,Chaudhry Abdul Majid,2011-07-26,2016-07-30,2022-04-27,Q5065900-D34951A7-8003-41A1-8D22-7AF9E8606327
Q5436144,Raja Farooq Haider,2016-07-31,2021-07-30,2022-05-28,Q5436144-C10A2619-B422-40D7-AEC2-664E732EAB63
Q107871987,Abdul Qayyum Khan Niazi,2021-08-04,2022-04-14,,Q107871987-6B8E2575-C8F6-4FDA-90A2-FCE8797F5765
Q111494888,Sardar Tanveer Ilyas,2022-04-18,,2022-04-27,Q111494888-17C068D4-8A64-410E-BAA5-3DD62D65907B
