position,person,personID,start,end
President,Muhammad Rafiq Tarar,Q34935,1998-01-01,2001-06-20
President,Pervez Musharraf,Q40495,2001-06-20,2008-08-18
President,Muhammad Mian Soomro,Q317624,2008-08-18,2008-09-09
President,Asif Ali Zardari,Q57373,2008-09-09,2013-09-09
President,Mamnoon Hussain,Q14257286,2013-09-09,2018-09-08
President,Arif Alvi,Q4790529,2018-09-09,
Prime Minister,Pervez Musharraf,Q40495,1999-10-12,2002-11-21
Prime Minister,Zafarullah Khan Jamali,Q140144,2002-11-23,2004-06-26
Prime Minister,Chaudhry Shujaat Hussain,Q2265796,2004-06-30,2004-08-20
Prime Minister,Shaukat Aziz,Q223555,2004-08-20,2007-11-15
Prime Minister,Muhammad Mian Soomro,Q317624,2007-11-16,2008-03-25
Prime Minister,Yousaf Raza Gillani,Q152052,2008-03-24,2012-06-19
Prime Minister,Mir Hazar Khan Khoso,Q8168180,2013-03-25,2013-06-05
Prime Minister,Nawaz Sharif,Q134068,2013-06-05,2017-07-28
Prime Minister,Shahid Khaqan Abbasi,Q7461686,2017-08-01,2018-05-31
Prime Minister,Nasir-ul-Mulk,Q6967119,2018-06-01,2018-08-17
Prime Minister,Imran Khan,Q155164,2018-08-18,2022-04-10
Prime Minister,Shehbaz Sharif,Q2096387,2022-04-11,
Deputy Prime Minister,Parvez Elahi,Q2961554,2012-06-25,2013-03-16
Federal Minister of Aviation,Ghulam Sarwar Khan,Q5557676,2019-04-18,2022-04-10
Federal Minister of Aviation,Khawaja Saad Rafique,Q13139153,2022-04-19,
Federal Minister of Climate Change,Sherry Rehman,Q2985594,2022-04-19,
Federal Minister of Commerce,Abdul Razak Dawood,Q28514295,1999-11-06,2002-11-23
Federal Minister of Commerce,Syed Naveed Qamar,Q2112316,2022-04-19,
Federal Minister of Communications,Murad Saeed,Q16231467,2018-12-17,2022-04-10
Federal Minister of Communications,Asad Mehmood,Q55761296,2022-04-19,
Federal Minister of Defence,Pervez Musharraf,Q40495,1999-10-12,2002-10-23
Federal Minister of Defence,Rao Sikandar Iqbal,Q7293697,2002-11-23,2007-11-15
Federal Minister of Defence,Salim Abbas Jilani,Q111934640,2007-11-16,2008-03-25
Federal Minister of Defence,Ahmad Mukhtar,Q2827449,2008-03-31,2012-06-03
Federal Minister of Defence,Syed Naveed Qamar,Q2112316,2012-06-04,2013-03-15
Federal Minister of Defence,Mir Hazar Khan Khoso,Q8168180,2013-04-05,2013-06-04
Federal Minister of Defence,Nawaz Sharif,Q134068,2013-06-07,2013-11-27
Federal Minister of Defence,Khawaja Muhammad Asif,Q6401038,2013-11-27,2017-07-28
Federal Minister of Defence,Khurram Dastagir Khan,Q17198246,2017-08-04,2018-05-31
